SYMBOL,Industry,CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Price_Position,Segment,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
FOSECOIND,Diversified,5137.0,5124.166666666667,5117.75,5130.583333333334,5130.583333333334,5117.75,0.2498215560314179,0.1707317073170731,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SBCL,Diversified,747.0,743.9333333333334,742.4,745.4666666666668,745.4666666666668,742.4,0.4105310129406738,0.2439024390243902,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.4105% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
JUBLCPL,Diversified,1968.4,1976.5333333333333,1980.6,1972.4666666666672,1980.6,1972.4666666666672,0.413195150037226,0.1707317073170731,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4132% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
KISSHT,Diversified,316.7,315.25,314.525,315.975,315.975,314.525,0.4578465424692282,0.2439024390243902,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.4578% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
NACLIND,Diversified,209.29,210.0,210.355,209.645,210.355,209.645,0.3392421998184511,0.1707317073170731,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3392% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
CMPDI,Diversified,253.46,254.34,254.78,253.9,254.78,253.9,0.3471948236408093,0.1707317073170731,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3472% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
AEROENTER,Diversified,120.34,119.91333333333334,119.7,120.12666666666668,120.12666666666668,119.7,0.3545509944047503,0.2439024390243902,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3546% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
JNKINDIA,Diversified,468.75,471.6166666666666,473.05,470.1833333333333,473.05,470.1833333333333,0.6115555555555572,0.2439024390243902,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.6116% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
MFML,Diversified,18.15,18.246666666666663,18.295,18.19833333333333,18.295,18.19833333333333,0.5325987144169207,0.2439024390243902,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.5326% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SILLYMONKS,Diversified,16.52,16.41333333333333,16.36,16.46666666666666,16.46666666666666,16.36,0.645682001614177,0.2195121951219512,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.6457% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
KCPSUGIND,Diversified,21.71,21.71,21.71,21.709999999999997,21.71,21.709999999999997,3.272882246707048e-14,0.024390243902439,Inside,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
GTL,Diversified,7.19,7.19,7.19,7.190000000000001,7.190000000000001,7.19,2.470593657023992e-14,0.024390243902439,Inside,Watch,Bullish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
NATIONSTD,Diversified,392.9,392.8999999999999,392.9,392.8999999999999,392.9,392.8999999999999,2.893531120427998e-14,0.225,Lower,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
VINDHYATEL,Diversified,1795.1,1795.0999999999997,1795.1,1795.0999999999997,1795.1,1795.0999999999997,2.5332702962869154e-14,0.024390243902439,Lower,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
GVPTECH,Information Technology,6.81,6.81,6.8100000000000005,6.809999999999999,6.8100000000000005,6.809999999999999,2.6084535086640977e-14,0.024390243902439,Higher,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
