SYMBOL,Industry,CLOSE,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width_Pct,Width_Rank_Pct,Overlay,Setup,Bias,Price_Position,Segment,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation
NHPC,Power,77.82,77.82333333333332,77.82499999999999,77.82166666666666,77.82499999999999,77.82166666666666,0.0042833890173866,0.0476190476190476,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BEPL,Diversified,105.55,105.76666666666668,105.875,105.65833333333332,105.875,105.65833333333332,0.2052739617874643,0.238095238095238,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SINDHUTRAD,Diversified,24.2,24.25,24.275,24.225,24.275,24.225,0.2066115702479221,0.1904761904761904,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SHARDAMOTR,Diversified,1057.5,1059.7,1060.8,1058.6,1060.8,1058.6,0.2080378250590844,0.238095238095238,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
BOROLTD,Diversified,343.55,344.26666666666665,344.625,343.9083333333333,344.625,343.9083333333333,0.2086062193761307,0.1904761904761904,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
JAIPURKURT,Diversified,38.18,38.1,38.06,38.14,38.14,38.06,0.2095337873232014,0.1904761904761904,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
MADHAV,Diversified,46.14,46.25,46.305,46.195,46.305,46.195,0.238404854789769,0.1428571428571428,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
VINCOFE,Diversified,145.97,146.32333333333335,146.5,146.1466666666667,146.5,146.1466666666667,0.2420588705441503,0.1428571428571428,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
EMAMILTD,Fast Moving Consumer Goods,604.95,606.4166666666666,607.15,605.6833333333333,607.15,605.6833333333333,0.2424442791415318,0.238095238095238,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
VINDHYATEL,Diversified,1505.8,1509.1,1510.75,1507.4500000000005,1510.75,1507.4500000000005,0.2191526099083362,0.238095238095238,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
LUMAXIND,Diversified,4142.4,4151.633333333333,4156.25,4147.016666666666,4156.25,4147.016666666666,0.2228981588773073,0.1904761904761904,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
ASAHIINDIA,Automobile and Auto Components,810.25,812.0666666666666,812.9749999999999,811.1583333333333,812.9749999999999,811.1583333333333,0.2242106345777977,0.1904761904761904,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
VAIBHAVGBL,Diversified,216.51,217.0,217.245,216.755,217.245,216.755,0.2263174911089599,0.238095238095238,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
HITECHCORP,Information Technology,203.15,202.6833333333333,202.45,202.91666666666663,202.91666666666663,202.45,0.2297153170891656,0.1428571428571428,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
MGEL,Diversified,15.1,15.136666666666663,15.155,15.11833333333333,15.155,15.11833333333333,0.2428256070640321,0.238095238095238,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
NPST,Diversified,2103.8,2108.9666666666667,2111.55,2106.383333333333,2111.55,2106.383333333333,0.245587349874844,0.1428571428571428,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
JWL,Capital Goods,323.35,324.15,324.54999999999995,323.75,324.54999999999995,323.75,0.2474099273233198,0.1904761904761904,Lower,Short,Bearish,Below CPR,Cash Only,Short,70,Confirmed,CPR width: Narrow (20/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
AEGISLOG,Oil Gas & Consumable Fuels,707.35,705.6333333333333,704.775,706.4916666666667,706.4916666666667,704.775,0.2426898517942598,0.238095238095238,Higher,Long,Bullish,Above CPR,Cash Only,Long,70,Confirmed,CPR width: Narrow (20/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
SUNDARMHLD,Diversified,485.55,486.7833333333333,487.4,486.1666666666666,487.4,486.1666666666666,0.2540074829231487,0.1904761904761904,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2540% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
KIRIINDUS,Diversified,523.35,524.6833333333334,525.35,524.0166666666668,525.35,524.0166666666668,0.2547689564026478,0.238095238095238,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2548% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ADSL,Diversified,165.13,165.55666666666664,165.76999999999998,165.3433333333333,165.76999999999998,165.3433333333333,0.2583822846646136,0.238095238095238,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2584% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
XTGLOBAL,Diversified,35.51,35.419999999999995,35.375,35.46499999999999,35.46499999999999,35.375,0.2534497324696964,0.1428571428571428,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2534% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
LEMONTREE,Consumer Services,175.17,174.6233333333333,174.35,174.89666666666668,174.89666666666668,174.35,0.3120777910981795,0.1904761904761904,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3121% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
VERTOZ,Diversified,76.75,76.99666666666667,77.12,76.87333333333333,77.12,76.87333333333333,0.3213897937025012,0.1428571428571428,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3214% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GOPAL,Diversified,362.55,363.7833333333333,364.4,363.1666666666666,364.4,363.1666666666666,0.3401829632694383,0.1904761904761904,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3402% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SWSOLAR,Power & Utilities,263.05,263.7333333333333,264.075,263.3916666666667,264.075,263.3916666666667,0.2597731736678503,0.1428571428571428,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2598% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
REPRO,Diversified,460.75,459.55,458.95,460.15,460.15,458.95,0.2604449267498742,0.238095238095238,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2604% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
LAXMICOT,Diversified,24.0,24.063333333333333,24.095,24.031666666666663,24.095,24.031666666666663,0.2638888888888857,0.1428571428571428,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2639% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SINCLAIR,Diversified,108.12,107.82666666666668,107.68,107.97333333333331,107.97333333333331,107.68,0.2713034899494287,0.1904761904761904,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2713% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ROTO,Diversified,84.1,83.86333333333333,83.745,83.98166666666665,83.98166666666665,83.745,0.2814110186285973,0.238095238095238,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2814% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ASTEC,Diversified,850.5,852.9,854.1,851.6999999999999,854.1,851.6999999999999,0.2821869488536262,0.0952380952380952,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2822% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
WEALTH,Diversified,1167.7,1171.0,1172.65,1169.35,1172.65,1169.35,0.282606833947091,0.1904761904761904,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2826% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
SENORES,Diversified,719.15,717.1,716.075,718.125,718.125,716.075,0.2850587499130855,0.1428571428571428,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2851% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TECHNOE,Construction,1506.0,1510.3666666666668,1512.55,1508.1833333333336,1512.55,1508.1833333333336,0.2899513058875387,0.238095238095238,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2900% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
MCLOUD,Diversified,79.87,79.63666666666667,79.52000000000001,79.75333333333333,79.75333333333333,79.52000000000001,0.2921413964358583,0.1904761904761904,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.2921% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
HONDAPOWER,Power & Utilities,2861.3,2869.7666666666664,2874.0,2865.533333333333,2874.0,2865.533333333333,0.2959027947669643,0.1428571428571428,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2959% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
MAZDA,Diversified,281.2,282.0333333333333,282.45,281.6166666666666,282.45,281.6166666666666,0.2963489805595203,0.1904761904761904,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.2963% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
VRAJ,Diversified,149.78,150.23333333333335,150.46,150.0066666666667,150.46,150.0066666666667,0.3026661325499525,0.1428571428571428,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3027% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
REPCOHOME,Diversified,353.45,354.8333333333333,355.525,354.14166666666665,355.525,354.14166666666665,0.391380204649406,0.1904761904761904,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3914% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
HIMATSEIDE,Diversified,119.77,120.25666666666666,120.5,120.01333333333332,120.5,120.01333333333332,0.4063343630848116,0.238095238095238,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4063% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GENUSPOWER,Power & Utilities,328.9,330.28333333333336,330.975,329.5916666666667,330.975,329.5916666666667,0.4205938988547661,0.238095238095238,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.4206% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
TAJGVK,Diversified,441.75,440.2,439.425,440.975,440.975,439.425,0.3508771929824716,0.238095238095238,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3509% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
GEEKAYWIRE,Diversified,76.59,76.32000000000001,76.185,76.45500000000001,76.45500000000001,76.185,0.3525264394829746,0.238095238095238,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.3525% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
AKASH,Diversified,26.32,26.413333333333338,26.46,26.366666666666674,26.46,26.366666666666674,0.3546099290779886,0.238095238095238,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3546% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
EIDPARRY,Fast Moving Consumer Goods,1112.8,1116.8,1118.8,1114.8,1118.8,1114.8,0.3594536304816678,0.1904761904761904,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3595% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
PGEL,Consumer Durables,554.15,556.25,557.3,555.2,557.3,555.2,0.3789587656771468,0.0952380952380952,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.3790% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
LCCINFOTEC,Information Technology,4.54,4.516666666666667,4.505000000000001,4.528333333333332,4.528333333333332,4.505000000000001,0.513950073421402,0.2222222222222222,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.5140% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
FAZE3Q,Diversified,411.15,413.55,414.75,412.35,414.75,412.35,0.5837285662167038,0.238095238095238,Lower,Short,Bearish,Below CPR,Cash Only,Short,62,Mixed,CPR width: 0.5837% (12/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
ASTRON,Diversified,18.05,17.96666666666667,17.925,18.008333333333336,18.008333333333336,17.925,0.4616805170821922,0.238095238095238,Higher,Long,Bullish,Above CPR,Cash Only,Long,62,Mixed,CPR width: 0.4617% (12/20); Price location: Above CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Standard CPR,Not applicable,Not applicable,Standard CPR; Wide CPR rules not applied
REGAAL,Diversified,105.47,106.38666666666666,106.845,105.92833333333331,106.845,105.92833333333331,0.8691255017224666,0.25,Lower,Short,Bearish,Below CPR,Cash Only,Short,58,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable
PRAENG,Diversified,26.73,27.006666666666664,27.145,26.86833333333333,27.145,26.86833333333333,1.035041775782532,0.1904761904761904,Lower,Short,Bearish,Below CPR,Cash Only,Short,58,Mixed,CPR width: Wide; directional confirmation limited (8/20); Price location: Below CPR (20/20); Trend: unavailable (10/20); Participation: unavailable (10/20); Higher timeframe: unavailable (10/20),Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable
AVADHSUGAR,FMCG & Food Products,454.1,454.1000000000001,454.1,454.10000000000014,454.10000000000014,454.1,2.5035639225196217e-14,0.0476190476190476,Lower,Watch,Bullish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
WAAREERTL,Diversified,1016.2,1016.2000000000002,1016.2,1016.2000000000004,1016.2000000000004,1016.2,2.2374894257354072e-14,0.0476190476190476,Lower,Watch,Bullish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
DIL,Diversified,1.89,1.89,1.89,1.89,1.89,1.89,2.3496783589950407e-14,0.1904761904761904,Higher,Watch,Bearish,Inside CPR,Cash Only,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied
