SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
GTLINFRA,EQ,GTL INFRA.LTD,1.32,1.38,1.32,1.35,48909167,66092544.87,20260525,1.3500000000000003,1.35,1.3500000000000003,1.3500000000000003,1.35,4.440892098500626e-16,3.2895497025930565e-14,Narrow,Bullish,Inside CPR,Cash Only,Real Estate & Infra,False,False,0.3333333333333333,3,47714777.89,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
VIDHIING,EQ,VIDHI SPCLTY F INGRDNTS L,290.3,307.0,290.0,303.25,52635,15815568.25,20260525,300.0833333333333,298.5,301.66666666666663,301.66666666666663,298.5,3.1666666666666288,1.0442429238801745,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,5257933.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ONWARDTEC,EQ,ONWARD TECHNOLOGIES LTD,265.37,272.75,259.0,270.12,56057,15026496.33,20260525,267.29,265.875,268.70500000000004,268.70500000000004,265.875,2.830000000000041,1.047682511476396,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,11553067.33,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
HIKAL,EQ,HIKAL LIMITED,207.1,215.0,206.39,214.06,445393,94376019.53,20260525,211.8166666666667,210.695,212.9383333333334,212.9383333333334,210.695,2.243333333333396,1.047992774611509,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,39204258.14,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
WSTCSTPAPR,EQ,WEST COAST PAPER MILLS LT,481.15,500.0,480.0,497.85,95842,47212658.25,20260525,492.6166666666666,490.0,495.2333333333332,495.2333333333332,490.0,5.233333333333235,1.0511867697766866,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,43807738.25,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MODIRUBBER,EQ,MODI RUBBER LTD,133.0,134.0,128.1,133.15,4857,639637.33,20260525,131.75,131.05,132.45,132.45,131.05,1.3999999999999773,1.051445737889581,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,502519.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
KEC,EQ,KEC INTL. LIMITED,491.6,509.0,490.0,507.55,2242729,1130693328.25,20260525,502.1833333333333,499.5,504.8666666666667,504.8666666666667,499.5,5.366666666666674,1.057367090270254,Wide,Bullish,Above CPR,Cash Only,Construction,False,False,1.0,3,914126770.55,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
HCC,EQ,HINDUSTAN CONSTRUCTION CO,21.25,22.86,21.19,22.38,60690716,1343142586.88,20260525,22.14333333333333,22.025,22.261666666666663,22.261666666666663,22.025,0.2366666666666645,1.05749180816204,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,482122330.36,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MAYURUNIQ,EQ,MAYUR UNIQUOTERS LTD,727.85,766.0,705.85,747.8,709695,525408855.85,20260525,739.8833333333332,735.925,743.8416666666665,743.8416666666665,735.925,7.916666666666515,1.0586609610412565,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,525408855.85,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SICAGEN,EQ,SICAGEN INDIA LIMITED,52.59,58.45,52.59,56.43,37550,2120961.29,20260525,55.82333333333333,55.52,56.12666666666666,56.12666666666666,55.52,0.6066666666666549,1.0750782680607034,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,500109.6,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ARVEE,EQ,ARVEE LABORATORIES I LTD,157.65,164.4,157.65,163.68,491,79223.25,20260525,161.91,161.025,162.795,162.795,161.025,1.7699999999999818,1.0813782991202234,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,92669.55,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ROSSTECH,EQ,ROSSELL TECHSYS LIMITED,924.6,1080.0,924.6,1018.85,922938,952337221.6,20260525,1007.8166666666666,1002.3,1013.3333333333331,1013.3333333333331,1002.3,11.033333333333305,1.0829202859432991,Wide,Bullish,Above CPR,Cash Only,Information Technology,False,False,1.0,3,74503860.15,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PARKHOTELS,EQ,PARKHOTELS,117.7,122.98,117.7,122.33,200274,24287369.01,20260525,121.00333333333332,120.34,121.66666666666666,121.66666666666666,120.34,1.3266666666666538,1.0844982152102132,Wide,Bullish,Above CPR,Cash Only,Hotels & Tourism,False,False,1.0,3,8983502.9,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SYNCOMF,EQ,SYNCOM FORMU (I) LTD,14.62,16.56,14.62,15.85,26689735,425362241.91,20260525,15.676666666666668,15.59,15.763333333333335,15.763333333333335,15.59,0.1733333333333355,1.0935856992639468,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,23087184.68,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SHK,EQ,S H KELKAR AND CO. LTD.,128.26,139.9,128.26,136.32,904244,123769181.94,20260525,134.82666666666665,134.07999999999998,135.57333333333332,135.57333333333332,134.07999999999998,1.4933333333333394,1.095461658841945,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,41337694.7,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ICDSLTD,EQ,ICDS LTD,44.0,45.0,43.5,44.99,576,25400.5,20260525,44.49666666666667,44.25,44.74333333333334,44.74333333333334,44.25,0.4933333333333394,1.0965399718456088,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,11283.55,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ARKADE,EQ,ARKADE DEVELOPERS LIMITED,114.35,119.8,114.35,119.07,245517,28774353.27,20260525,117.74,117.075,118.405,118.405,117.075,1.3300000000000125,1.1169900058789053,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,15706495.38,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
OLAELEC,EQ,OLA ELECTRIC MOBILITY LTD,36.49,38.15,36.36,37.89,96157095,3594405669.78,20260525,37.46666666666666,37.255,37.67833333333333,37.67833333333333,37.255,0.423333333333332,1.1172692882906623,Wide,Bullish,Above CPR,Cash Only,Automobile and Auto Components,False,False,1.0,3,3594405669.78,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
RESPONIND,EQ,RESPONSIVE INDUSTRIES LTD,168.45,175.93,167.2,174.5,176826,30479855.16,20260525,172.54333333333332,171.565,173.52166666666665,173.52166666666665,171.565,1.9566666666666488,1.1212989493791683,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,18383667.02,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
LLOYDSENT,EQ,LLOYDS ENTERPRISES LTD,68.0,72.24,68.0,71.32,4796978,338630590.73,20260525,70.52,70.12,70.91999999999999,70.91999999999999,70.12,0.799999999999983,1.1217049915871886,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,189749283.2,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
XTGLOBAL,EQ,XTGLOBAL INFOTECH LIMITED,31.99,32.99,31.21,32.65,65966,2122668.12,20260525,32.28333333333333,32.1,32.46666666666666,32.46666666666666,32.1,0.36666666666666,1.1230219499744565,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,1840409.7,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BPL,EQ,BPL LTD,54.0,55.8,53.01,55.34,35467,1955105.23,20260525,54.71666666666667,54.405,55.028333333333336,55.028333333333336,54.405,0.6233333333333348,1.1263703168293002,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,1992157.18,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
NAVINFLUOR,EQ,NAVIN FLUORINE INT. LTD,7195.0,7460.0,7179.0,7445.5,369626,2715400323.0,20260525,7361.5,7319.5,7403.5,7403.5,7319.5,84.0,1.128198240547982,Wide,Bullish,Above CPR,Cash Only,Chemicals,False,False,1.0,3,1656841988.5,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
LANDMARK,EQ,LANDMARK CARS LIMITED,365.15,389.95,365.15,384.05,216070,82383269.2,20260525,379.7166666666666,377.55,381.8833333333333,381.8833333333333,377.55,4.333333333333371,1.1283253048648278,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,23795590.45,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
RISHABH,EQ,RISHABH INSTRUMENTS LTD,524.0,563.4,517.6,549.9,765860,419879850.2,20260525,543.6333333333333,540.5,546.7666666666667,546.7666666666667,540.5,6.266666666666652,1.139601139601137,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,79620532.1,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
LUMAXIND,EQ,LUMAX INDUSTRIES LTD,5644.0,5799.0,5576.0,5786.5,27769,158003290.5,20260525,5720.5,5687.5,5753.5,5753.5,5687.5,66.0,1.1405858463665428,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,206310316.5,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SOLEX,EQ,SOLEX ENERGY LIMITED,1308.5,1436.7,1308.5,1396.5,215375,301178203.9,20260525,1380.5666666666666,1372.6,1388.5333333333333,1388.5333333333333,1372.6,15.933333333333394,1.140947607113025,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,47256401.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ATAM,EQ,ATAM VALVES LIMITED,74.4,75.0,72.0,74.78,20657,1523689.95,20260525,73.92666666666666,73.5,74.35333333333332,74.35333333333332,73.5,0.8533333333333246,1.1411250780065856,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,318398.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MAHSEAMLES,EQ,MAHARASHTRA SEAMLESS LTD,617.0,630.0,600.5,626.05,332711,205761429.05,20260525,618.85,615.25,622.45,622.45,615.25,7.2000000000000455,1.1500678859516087,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,53725523.45,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
AKCAPIT,EQ,A K CAPITAL SERVICES LTD.,1630.0,1670.0,1575.4,1651.2,1018,1665727.0,20260525,1632.2,1622.7,1641.7,1641.7,1622.7,19.0,1.1506782945736431,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,1665727.0,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ELGIRUBCO,EQ,ELGI RUBBER CO. LTD,48.0,51.2,47.61,50.28,33879,1665594.07,20260525,49.696666666666665,49.405,49.98833333333333,49.98833333333333,49.405,0.5833333333333286,1.1601697162556257,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,1665594.07,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
KALYANIFRG,EQ,KALYANI FORGE LIMITED,623.95,643.4,600.0,632.8,2305,1425882.8,20260525,625.4,621.7,629.0999999999999,629.0999999999999,621.7,7.399999999999864,1.169405815423493,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,139820.2,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ELECTCAST,EQ,ELECTROSTEEL CASTINGS LTD,79.0,83.2,78.65,82.37,3558642,290155110.96,20260525,81.40666666666668,80.92500000000001,81.88833333333335,81.88833333333335,80.92500000000001,0.9633333333333384,1.1695196471207214,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,168284053.38,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
EXCELINDUS,EQ,EXCEL INDUSTRIES LTD,980.0,990.0,940.0,982.3,25392,24635605.2,20260525,970.7666666666668,965.0,976.5333333333336,976.5333333333336,965.0,11.53333333333353,1.1741151718755505,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,26944557.9,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SKIPPER,EQ,SKIPPER LIMITED,463.05,487.7,456.0,480.35,945415,449937009.05,20260525,474.6833333333334,471.85,477.5166666666668,477.5166666666668,471.85,5.666666666666743,1.179695361021493,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,145158406.35,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
GRWRHITECH,EQ,GARWARE HI-TECH FILMS LTD,5362.4,5614.9,5362.4,5587.9,101474,560544663.7,20260525,5521.733333333333,5488.65,5554.816666666666,5554.816666666666,5488.65,66.16666666666606,1.184106134087333,Wide,Bullish,Above CPR,Cash Only,Information Technology,False,False,1.0,3,532301883.2,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ADANIENT,EQ,ADANI ENTERPRISES LIMITED,2739.8,2858.8,2739.3,2849.7,3277924,9232160983.8,20260525,2815.933333333333,2799.05,2832.8166666666657,2832.8166666666657,2799.05,33.766666666665515,1.184920050063709,Wide,Bullish,Above CPR,Cash Only,Metals & Mining,False,False,1.0,3,4382553937.9,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
LMW,EQ,LMW LIMITED,14240.0,14990.0,14240.0,14880.0,5245,77326330.0,20260525,14703.333333333334,14615.0,14791.666666666668,14791.666666666668,14615.0,176.66666666666788,1.1872759856630906,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,77326330.0,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
DJML,EQ,DJ MEDIAPRINT & LOG LTD,97.85,98.99,94.64,98.58,237179,23082833.08,20260525,97.40333333333332,96.815,97.99166666666665,97.99166666666665,96.815,1.176666666666648,1.193616014066391,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,55896994.48,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ACMESOLAR,EQ,ACME SOLAR HOLDINGS LTD,292.9,303.5,286.85,300.6,3592647,1069648927.15,20260525,296.9833333333333,295.175,298.7916666666667,298.7916666666667,295.175,3.616666666666674,1.203149257041475,Wide,Bullish,Above CPR,Cash Only,Power,False,False,1.0,3,756653164.7,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
WOCKPHARMA,EQ,WOCKHARDT LIMITED,1591.6,1645.0,1571.0,1637.6,1556653,2514222720.7,20260525,1617.8666666666668,1608.0,1627.7333333333336,1627.7333333333336,1608.0,19.733333333333576,1.2050154697932085,Wide,Bullish,Above CPR,Cash Only,Healthcare,False,False,1.0,3,1227361309.5,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
CYIENTDLM,EQ,CYIENT DLM LIMITED,424.0,441.85,418.0,437.85,392830,170383811.2,20260525,432.56666666666666,429.925,435.2083333333333,435.2083333333333,429.925,5.283333333333303,1.2066537246393292,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,62374015.5,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
KENNAMET,EQ,KENNAMETAL INDIA LIMITED,2939.7,3064.5,2885.0,3030.0,18963,57114192.1,20260525,2993.1666666666665,2974.75,3011.583333333333,3011.583333333333,2974.75,36.83333333333303,1.2156215621562056,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,57114192.1,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
GHCLTEXTIL,EQ,GHCL TEXTILES LIMITED,91.65,94.45,90.02,93.95,565310,52835809.32,20260525,92.80666666666669,92.235,93.37833333333334,93.37833333333334,92.235,1.143333333333345,1.2169593755543855,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,52835809.32,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
UDS,EQ,UPDATER SERVICES LIMITED,174.25,182.2,170.8,179.79,442790,78329594.77,20260525,177.59666666666666,176.5,178.69333333333333,178.69333333333333,176.5,2.193333333333328,1.2199417839331044,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,24309108.44,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SAMMAANCAP,EQ,SAMMAAN CAPITAL LIMITED,163.6,169.18,161.75,168.56,41737350,6962755212.67,20260525,166.49666666666667,165.465,167.52833333333334,167.52833333333334,165.465,2.063333333333333,1.2240942888783417,Wide,Bullish,Above CPR,Cash Only,Financial Services,False,False,0.6666666666666666,3,6962755212.67,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
WEWORK,EQ,WEWORK INDIA MANAGEMENT L,569.85,579.2,546.7,573.6,505873,286045878.95,20260525,566.5,562.95,570.05,570.05,562.95,7.099999999999909,1.2377963737796216,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.3333333333333333,3,2835570007.5,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MEDICO,EQ,MEDICO REMEDIES LIMITED,48.0,49.8,46.85,49.24,691160,33466682.11,20260525,48.63,48.325,48.935,48.935,48.325,0.6099999999999994,1.2388302193338738,Wide,Bullish,Above CPR,Cash Only,Healthcare & Pharma,False,False,1.0,3,21028455.96,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SHARDACROP,EQ,SHARDA CROPCHEM LTD.,900.4,959.7,900.4,947.9,507564,475341857.5,20260525,936.0,930.05,941.95,941.95,930.05,11.900000000000093,1.2554066884692574,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,320356494.6,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
UNIONBANK,EQ,UNION BANK OF INDIA,162.0,169.46,161.91,168.87,19110578,3184362962.47,20260525,166.74666666666667,165.685,167.80833333333334,167.80833333333334,165.685,2.123333333333335,1.2573774698486024,Wide,Bullish,Above CPR,Cash Only,Financial Services,False,False,1.0,3,1375458772.58,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
GANECOS,EQ,GANESHA ECOSPHERE LIMITED,949.9,956.0,893.1,942.4,546603,505509315.1,20260525,930.5,924.55,936.45,936.45,924.55,11.900000000000093,1.2627334465195343,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,505509315.1,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SIGMAADV,EQ,SIGMA ADVANCED SYSTEM LTD,367.0,367.0,353.05,367.0,750096,274407775.65,20260525,362.35,360.025,364.675,364.675,360.025,4.649999999999977,1.267029972752037,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,1,274407775.65,Unknown,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
CLSEL,EQ,CHAMAN LAL SETIA EXP LTD,271.15,316.4,268.25,298.0,899324,266446226.6,20260525,294.21666666666664,292.325,296.1083333333333,296.1083333333333,292.325,3.783333333333303,1.2695749440715782,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,3,8916494.4,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
