SYMBOL,SERIES,NAME,OPEN,HIGH,LOW,CLOSE,VOLUME,VALUE,session,Pivot,BC,TC,CPR_Top,CPR_Bottom,CPR_Width,CPR_Width_Pct,CPR_Class,Bias,Price_Position,Segment,Industry,Bullish_CPR,Bearish_CPR,Width_Rank_Pct,History_Days,Value_60d,Overlay,Own_Narrow,Setup,Nifty500,Signal_Direction,Signal_Score,Signal_Grade,Signal_Explanation,Strategy_Type,Strategy_Setup,Strategy_Confirmation,Strategy_Explanation,JCurve_Stage,JCurve_Score,JCurve_Explanation
THAKDEV,EQ,THAKKERS DEVELOPERS LTD.,141.35,141.35,141.35,141.35,2,282.7,20260526,141.35,141.35,141.35,141.35,141.35,0.0,0.0,Narrow,Neutral,Inside CPR,Cash Only,Diversified,False,False,0.6666666666666666,3,421.8,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Narrow CPR,Not applicable,Not applicable,Narrow CPR; Wide CPR rules not applied,None,0,No active J-Curve setup.
PICCADIL,EQ,PICCADILY AGRO INDUSTRI L,597.0,606.0,578.3,584.5,384604,225237325.15,20260526,589.6,592.15,587.0500000000001,592.15,587.0500000000001,5.099999999999909,0.8725406330196593,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,92202511.025,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SUDEEPPHRM,EQ,SUDEEP PHARMA LIMITED,707.6,722.2,690.25,697.1,248034,175284920.15,20260526,703.1833333333334,706.225,700.1416666666668,706.225,700.1416666666668,6.0833333333332575,0.8726629369291719,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,223077811.65,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
INNOVANA,EQ,INNOVANA THINKLABS LTD,359.0,359.0,345.0,347.45,3548,1236762.4,20260526,350.4833333333333,352.0,348.9666666666667,352.0,348.9666666666667,3.033333333333303,0.873027294095065,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,1841578.4,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BCLIND,EQ,BCL INDUSTRIES LIMITED,33.79,34.0,32.5,32.82,1618017,53443307.76,20260526,33.10666666666666,33.25,32.963333333333324,33.25,32.963333333333324,0.2866666666666759,0.8734511476742106,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,45087940.26,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
RANASUG,EQ,RANA SUGARS LTD.,12.7,12.9,12.51,12.54,148055,1870490.47,20260526,12.65,12.705,12.595,12.705,12.595,0.1099999999999994,0.8771929824561358,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,2168957.0,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
VALIANTORG,EQ,VALIANT ORGANICS LIMITED,290.65,295.95,285.0,286.7,41268,11925665.2,20260526,289.2166666666667,290.475,287.95833333333337,290.475,287.95833333333337,2.5166666666666515,0.8778049064062265,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,9919568.375,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
IKIO,EQ,IKIO TECHNOLOGIES LIMITED,155.57,159.0,153.3,154.12,60366,9386604.69,20260526,155.47333333333333,156.15,154.79666666666665,156.15,154.79666666666665,1.353333333333353,0.8781036421835926,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,10621920.425,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PRECAM,EQ,PRECISION CAMSHAFTS LTD.,154.99,159.59,153.1,154.31,510984,80136665.35,20260526,155.66666666666666,156.345,154.98833333333332,156.345,154.98833333333332,1.3566666666666831,0.8791825978009742,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,250192724.25,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
LAHOTIOV,EQ,LAHOTI OVERSEAS LTD.,41.66,43.48,41.66,43.14,1543,66111.22,20260526,42.75999999999999,42.56999999999999,42.94999999999999,42.94999999999999,42.56999999999999,0.3799999999999954,0.8808530366249315,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.75,4,71266.65,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
GOKULAGRO,EQ,GOKUL AGRO RESOURCES LTD,219.69,233.0,219.5,229.28,750986,171887499.46,20260526,227.26,226.25,228.27,228.27,226.25,2.019999999999982,0.8810188415910598,Wide,Bullish,Above CPR,Cash Only,Chemicals & Fertilizers,False,False,0.75,4,139071614.485,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SIGNATURE,EQ,SIGNATUREGLOBAL INDIA LTD,813.8,824.95,802.0,802.85,243049,196997749.3,20260526,809.9333333333334,813.475,806.3916666666668,813.475,806.3916666666668,7.0833333333332575,0.8822735670839207,Wide,Bearish,Below CPR,Cash Only,Realty,False,True,0.75,4,195351705.325,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
RSDFIN,EQ,R S D FINANCE LTD.,88.0,88.0,82.0,86.14,2479,210019.9,20260526,85.38,85.0,85.75999999999999,85.75999999999999,85.0,0.7599999999999909,0.8822846528906325,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.25,4,777979.745,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
DAMODARIND,EQ,DAMODAR INDUSTRIES LTD,30.72,31.61,30.4,30.6,2066,63745.58,20260526,30.87,31.005,30.735000000000003,31.005,30.735000000000003,0.269999999999996,0.8823529411764576,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,225709.19,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BBTCL,EQ,B&B TRIPLEWALL CONT LTD,194.9,199.2,191.1,192.6,9290,1802862.66,20260526,194.3,195.15,193.45,195.15,193.45,1.6999999999999886,0.8826583592938675,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,731638.725,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ZYDUSWELL,EQ,ZYDUS WELLNESS LIMITED,485.05,494.85,480.0,481.05,295520,143459434.85,20260526,485.3,487.425,483.175,487.425,483.175,4.25,0.8834840453175344,Wide,Bearish,Below CPR,Cash Only,Fast Moving Consumer Goods,False,True,0.75,4,130064482.55,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SIKKO,EQ,SIKKO INDUSTRIES LIMITED,4.25,4.28,4.13,4.15,370108,1541244.26,20260526,4.1866666666666665,4.205,4.168333333333333,4.205,4.168333333333333,0.036666666666667,0.8835341365461944,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,1233964.795,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
HINDCOMPOS,EQ,HINDUSTAN COMPOSITES LTD.,393.5,410.0,393.5,407.15,6918,2808556.05,20260526,403.55,401.75,405.35,405.35,401.75,3.6000000000000227,0.8841950141225648,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,4,4638345.725,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
VEDL,EQ,VEDANTA LIMITED,332.5,348.5,332.15,344.9,39844071,13733591876.35,20260526,341.85,340.325,343.37499999999994,343.37499999999994,340.325,3.0499999999999545,0.8843142939982472,Wide,Bullish,Above CPR,Cash Only,Metals & Mining,False,False,1.0,4,4739523118.675,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SEAMECLTD,EQ,SEAMEC LIMITED,1625.0,1643.0,1590.0,1595.2,73739,118958690.9,20260526,1609.4,1616.5,1602.2999999999995,1616.5,1602.2999999999995,14.200000000000273,0.8901705115346209,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,121444223.05,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
RAJRATAN,EQ,RAJRATAN GLOBAL WIRE LTD,423.25,428.2,413.1,415.1,45430,19100301.1,20260526,418.8,420.65,416.9500000000001,420.65,416.9500000000001,3.699999999999932,0.8913514815706893,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,21449143.025,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
GIPCL,EQ,GUJ IND POW CO. LTD,157.45,159.32,155.01,155.09,184893,28989968.89,20260526,156.47333333333333,157.165,155.78166666666667,157.165,155.78166666666667,1.3833333333333258,0.8919552088034857,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,59712036.04,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SILLYMONKS,EQ,SILLY MONKS ENTERTAIN LTD,17.9,17.9,16.15,16.8,22680,382448.14,20260526,16.95,17.025,16.875,17.025,16.875,0.1499999999999985,0.8928571428571344,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.5,4,280409.92000000004,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
COUNCODOS,EQ,COUNTRY CONDO S LIMITED,4.85,4.99,4.84,4.85,18053,88640.49,20260526,4.8933333333333335,4.915,4.871666666666667,4.915,4.871666666666667,0.043333333333333,0.893470790378,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,101896.025,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SONACOMS,EQ,SONA BLW PRECISION FRGS L,590.6,609.6,590.1,608.0,1904541,1148414706.95,20260526,602.5666666666667,599.85,605.2833333333334,605.2833333333334,599.85,5.433333333333394,0.8936403508772028,Wide,Bullish,Above CPR,Cash Only,Automobile and Auto Components,False,False,1.0,4,798290032.25,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SHEMAROO,EQ,SHEMAROO ENTER. LTD.,105.0,105.75,102.1,102.55,4175,435238.05,20260526,103.46666666666664,103.925,103.00833333333333,103.925,103.00833333333333,0.9166666666666856,0.8938729075248031,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.25,4,721659.175,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
KAYA,EQ,KAYA LIMITED,249.0,253.0,245.0,245.7,3608,895943.3,20260526,247.9,249.0,246.8,249.0,246.8,2.1999999999999886,0.8954008954008907,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,2727952.825,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PGEL,EQ,PG ELECTROPLAST LTD,471.0,481.4,465.05,466.95,2188774,1035215116.25,20260526,471.1333333333334,473.225,469.04166666666674,473.225,469.04166666666674,4.18333333333328,0.895884641467669,Wide,Bearish,Below CPR,Cash Only,Consumer Durables,False,True,1.0,4,1092586840.075,Overlapping,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
DHANBANK,EQ,DHANLAXMI BANK LIMITED,33.88,34.09,33.0,33.1,1084490,36469824.45,20260526,33.39666666666667,33.545,33.248333333333335,33.545,33.248333333333335,0.2966666666666668,0.8962739174219543,Wide,Bearish,Below CPR,Cash Only,Financial Services,False,True,0.5,4,74348340.37,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
STUDDS,EQ,STUDDS ACCESSORIES LTD,454.55,461.0,442.8,458.1,82461,37411914.05,20260526,453.9666666666667,451.9,456.0333333333334,456.0333333333334,451.9,4.133333333333439,0.9022775231026936,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,4,13676433.65,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
RUBICON,EQ,RUBICON RESEARCH LIMITED,944.0,985.0,944.0,977.75,137731,134050053.15,20260526,968.9166666666666,964.5,973.3333333333331,973.3333333333331,964.5,8.833333333333258,0.9034347566692158,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,4,101420731.2,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
IMFA,EQ,INDIAN METALS & FERRO,1509.9,1536.0,1455.0,1475.5,207712,310251468.0,20260526,1488.8333333333333,1495.5,1482.1666666666663,1495.5,1482.1666666666663,13.333333333333483,0.903648480741002,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,249728745.05,Outside,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
NIACL,EQ,THE NEW INDIA ASSU CO LTD,166.37,167.78,162.16,162.76,687695,113421253.67,20260526,164.23333333333332,164.97,163.49666666666664,164.97,163.49666666666664,1.4733333333333576,0.9052183173589072,Wide,Bearish,Below CPR,Cash Only,Financial Services,False,True,1.0,4,126657519.05,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
KIRLFER,EQ,KIRLOSKAR FERROUS IND LTD,445.85,459.8,442.3,445.0,67856,30538150.35,20260526,449.0333333333333,451.05,447.0166666666666,451.05,447.0166666666666,4.033333333333417,0.9063670411985204,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,27946272.1,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SEPC,EQ,SEPC LIMITED,7.86,7.99,7.66,7.72,13996930,108809199.46,20260526,7.79,7.825,7.755,7.825,7.755,0.0700000000000002,0.9067357512953406,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,116662893.395,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ACUTAAS,EQ,ACUTAAS CHEMICALS LIMITED,2923.8,3069.0,2918.0,3034.8,530723,1607721742.8,20260526,3007.2666666666664,2993.5,3021.033333333333,3021.033333333333,2993.5,27.53333333333285,0.9072536356047464,Wide,Bullish,Above CPR,Cash Only,Healthcare,False,False,0.75,4,1297946907.9,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
HARSHA,EQ,HARSHA ENGINEERS INT LTD,403.1,411.9,398.4,399.7,357044,145358366.25,20260526,403.3333333333333,405.15,401.51666666666665,405.15,401.51666666666665,3.6333333333333258,0.9090150946543222,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,127806662.45,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
INCREDIBLE,EQ,INCREDIBLE INDUSTRIES LTD,37.3,37.3,35.63,36.97,6906,253847.74,20260526,36.63333333333333,36.465,36.80166666666666,36.80166666666666,36.465,0.3366666666666589,0.9106482733747874,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.5,4,191676.655,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BLS,EQ,BLS INTL SERVS LTD,270.5,273.8,264.15,265.35,1548473,415398418.95,20260526,267.7666666666667,268.975,266.5583333333334,268.975,266.5583333333334,2.4166666666666288,0.9107468123861424,Wide,Bearish,Below CPR,Cash Only,Consumer Services,False,True,1.0,4,449162260.45,Lower,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BORANA,EQ,BORANA WEAVES LIMITED,320.8,329.0,316.95,327.45,157994,50293653.55,20260526,324.4666666666667,322.975,325.95833333333337,325.95833333333337,322.975,2.9833333333333485,0.9110805720975258,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,4,6482924.05,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
ADANIENSOL,EQ,ADANI ENERGY SOLUTION LTD,1405.0,1489.0,1397.6,1463.3,6172118,8891703578.3,20260526,1449.9666666666665,1443.3,1456.633333333333,1456.633333333333,1443.3,13.33333333333303,0.9111824870725778,Wide,Bullish,Above CPR,Cash Only,Power,False,False,0.5,4,4493217814.2,Higher,False,No setup,True,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
RKSWAMY,EQ,R K SWAMY LIMITED,99.43,99.43,96.27,96.53,28809,2804633.22,20260526,97.41,97.85,96.97000000000004,97.85,96.97000000000004,0.879999999999967,0.911633689008564,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,3343577.035,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
BLACKBUCK,EQ,BLACKBUCK LIMITED,515.0,538.6,514.0,533.6,858358,455610204.25,20260526,528.7333333333332,526.3,531.1666666666665,531.1666666666665,526.3,4.866666666666561,0.9120439780109744,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.75,4,528581649.125,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
CELLO,EQ,CELLO WORLD LIMITED,381.0,409.0,380.45,400.2,352848,139168185.0,20260526,396.55,394.725,398.375,398.375,394.725,3.649999999999977,0.9120439780109888,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,4,91766882.675,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
NORBTEAEXP,EQ,NORBEN TEA & EXPORTS LTD,84.2,85.79,79.65,83.87,1488,122319.43,20260526,83.10333333333334,82.72,83.48666666666668,83.48666666666668,82.72,0.7666666666666799,0.9141131115615594,Wide,Bullish,Above CPR,Cash Only,FMCG & Food Products,False,False,0.5,4,382442.945,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
INVPRECQ,EQ,INVESTMENT & PREC CAST L,627.2,638.9,611.0,633.65,3210,2022772.85,20260526,627.85,624.95,630.75,630.75,624.95,5.7999999999999545,0.9153318077803132,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,1.0,4,1393042.775,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
KROSS,EQ,KROSS LIMITED,193.0,199.5,192.37,193.28,348638,68482792.35,20260526,195.05,195.935,194.165,195.935,194.165,1.7700000000000389,0.9157698675496888,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,1.0,4,57585355.620000005,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
TAJGVK,EQ,TAJ GVK HOTELS & RESORTS,333.0,333.0,319.35,321.75,73809,23929388.25,20260526,324.7,326.175,323.225,326.175,323.225,2.950000000000045,0.916860916860931,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,36387476.575,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
PASHUPATI,EQ,PASHUPATI COTSPIN LIMITED,96.7,100.0,95.19,98.96,61160,6009750.16,20260526,98.05,97.595,98.505,98.505,97.595,0.9099999999999966,0.9195634599838284,Wide,Bullish,Above CPR,Cash Only,Diversified,False,False,0.75,4,6783951.185,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Upside Watch,Unavailable,Wide CPR + close above CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
IPL,EQ,INDIA PESTICIDES LIMITED,177.0,177.29,170.0,171.28,264037,45712544.67,20260526,172.85666666666663,173.64499999999998,172.06833333333333,173.64499999999998,172.06833333333333,1.5766666666666538,0.920520006227612,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,37942163.03,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MOSCHIP,EQ,MOSCHIP TECHNOLOGIES LTD,206.34,209.5,202.72,203.3,1353957,278965019.61,20260526,205.1733333333333,206.11,204.23666666666665,206.11,204.23666666666665,1.873333333333392,0.921462534841806,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,415422277.24,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
SPECTRUM,EQ,SPECTRUM ELECTRIC IND LTD,1429.9,1429.9,1375.1,1383.3,3462,4805662.7,20260526,1396.1,1402.5,1389.7000000000005,1402.5,1389.7000000000005,12.799999999999727,0.9253235017711072,Wide,Bearish,Below CPR,Cash Only,Diversified,False,True,0.75,4,10657035.45,Overlapping,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
MOREPENLAB,EQ,MOREPEN LAB. LTD,44.0,45.45,43.61,43.92,4554154,201997728.45,20260526,44.32666666666668,44.53,44.12333333333335,44.53,44.12333333333335,0.4066666666666521,0.9259259259258928,Wide,Bearish,Below CPR,Cash Only,Healthcare & Pharma,False,True,0.75,4,136503852.875,Higher,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
EIHAHOTELS,EQ,EIH ASSOCIATED HOTELS LTD,320.85,323.85,314.0,314.55,18604,5916893.4,20260526,317.4666666666667,318.925,316.0083333333334,318.925,316.0083333333334,2.9166666666666288,0.9272505695967664,Wide,Bearish,Below CPR,Cash Only,Hotels & Tourism,False,True,1.0,4,5067042.5,Lower,False,No setup,False,Neutral,0,Not applicable,No directional setup; confirmation score not applicable.,Wide CPR,Wide Downside Watch,Unavailable,Wide CPR + close below CPR; trend unavailable; participation unavailable,None,0,No active J-Curve setup.
